Auteur ou autrice,Genre,Feuille,Jeu de données,Nom normalisé,data_id,dataset_id_FK,author_id_FK,year,details,src,id_bnf,id_wikidata,id_isni,gender,pseudonym,first_name,last_name,date_of_birth,date_of_death,birth_location,death_location,birth_coordinates,death_coordinates,url_ville
Alfred de Musset,M,autrices-auteurs-manuels-scolaires,Manuels de français de première,Alfred de Musset,3590,13,179680,2001,Manuel Hatier - Littérature 1re - Des textes aux séquences,,119172903,179680,0000 0001 2133 4059,masculin,,,,1810-12-11T00:00:00Z,1857-05-02T00:00:00Z,Paris,Paris,2.351388888 48.856944444,2.351388888 48.856944444,https://www.paris.fr/
Gérard de Nerval,M,autrices-auteurs-manuels-scolaires,Manuels de français de première,Gérard de Nerval,3591,13,191305,2001,Manuel Hatier - Littérature 1re - Des textes aux séquences,,11887103b,191305,0000 0001 2124 3763,masculin,,,,1808-05-22T00:00:00Z,1853-01-26T00:00:00Z,Paris,Paris,2.351388888 48.856944444,2.351388888 48.856944444,https://www.paris.fr/
Eddy Paape,M,autrices-auteurs-manuels-scolaires,Manuels de français de première,Eddy Paape,3592,13,1283117,2001,Manuel Hatier - Littérature 1re - Des textes aux séquences,,11918341d,1283117,0000 0001 2024 2689,masculin,,,,1920-07-03T00:00:00Z,2012-05-12T00:00:00Z,Grivegnée,Bruxelles,5.6053 50.6192,4.3525 50.846666666,
Blaise Pascal,M,autrices-auteurs-manuels-scolaires,Manuels de français de première,Blaise Pascal,3593,13,1290,2001,Manuel Hatier - Littérature 1re - Des textes aux séquences,,11918679x,1290,0000 0001 2125 8260,masculin,,,,1623-06-19T00:00:00Z,1662-08-19T00:00:00Z,Clermont-Ferrand,Paris,3.086944444 45.779722222,2.351388888 48.856944444,https://clermont-ferrand.fr
Georges Perec,M,autrices-auteurs-manuels-scolaires,Manuels de français de première,Georges Perec,3594,13,157303,2001,Manuel Hatier - Littérature 1re - Des textes aux séquences,,119191026,157303,0000 0001 2137 1845,masculin,,,,1936-03-07T00:00:00Z,1982-03-03T00:00:00Z,19e arrondissement de Paris,Ivry-sur-Seine,2.381822222 48.88235,2.387777777 48.813888888,http://www.mairie19.paris.fr/
Charles Perrault,M,autrices-auteurs-manuels-scolaires,Manuels de français de première,Charles Perrault,3595,13,128460,2001,Manuel Hatier - Littérature 1re - Des textes aux séquences,,119192165,128460,0000 0001 2127 2484,masculin,,,,1628-01-12T00:00:00Z,1703-05-16T00:00:00Z,Paris,Paris,2.351388888 48.856944444,2.351388888 48.856944444,https://www.paris.fr/
Roger Pierrot,M,autrices-auteurs-manuels-scolaires,Manuels de français de première,Roger Pierrot,3596,13,3439365,2001,Manuel Hatier - Littérature 1re - Des textes aux séquences,,119197601,3439365,0000 0001 1884 3397,masculin,,,,1920-02-11T00:00:00Z,2015-03-01T00:00:00Z,Neuilly-sur-Seine,Ivry-sur-Seine,2.2675 48.887222222,2.387777777 48.813888888,http://www.neuillysurseine.fr
Francis Ponge,M,autrices-auteurs-manuels-scolaires,Manuels de français de première,Francis Ponge,3597,13,551749,2001,Manuel Hatier - Littérature 1re - Des textes aux séquences,,11920247g,551749,0000 0001 2121 4209,masculin,,,,1899-03-27T00:00:00Z,1988-08-06T00:00:00Z,Montpellier,Le Bar-sur-Loup,3.877230555 43.610919444,6.988888888 43.701388888,http://www.montpellier-tourisme.fr/
Marcel Proust,M,autrices-auteurs-manuels-scolaires,Manuels de français de première,Marcel Proust,3598,13,7199,2001,Manuel Hatier - Littérature 1re - Des textes aux séquences,,119207126,7199,0000 0001 2100 3911,masculin,,,,1871-07-10T00:00:00Z,1922-11-18T00:00:00Z,Paris,Paris,2.351388888 48.856944444,2.351388888 48.856944444,https://www.paris.fr/
François Rabelais,M,autrices-auteurs-manuels-scolaires,Manuels de français de première,François Rabelais,3599,13,131018,2001,Manuel Hatier - Littérature 1re - Des textes aux séquences,,11920939s,131018,0000 0001 1804 574X,masculin,,,,1493-01-01T00:00:00Z,1553-04-19T00:00:00Z,Chinon,Paris,0.242777777 47.166944444,2.351388888 48.856944444,http://www.ville-chinon.com/
Jean Racine,M,autrices-auteurs-manuels-scolaires,Manuels de français de première,Jean Racine,3600,13,742,2001,Manuel Hatier - Littérature 1re - Des textes aux séquences,,120076761,742,0000 0001 2321 2338,masculin,,,,1639-12-01T00:00:00Z,1699-04-21T00:00:00Z,La Ferté-Milon,Paris,3.123888888 49.178333333,2.351388888 48.856944444,
Paul Reboux,M,autrices-auteurs-manuels-scolaires,Manuels de français de première,Paul Reboux,3601,13,3372081,2001,Manuel Hatier - Littérature 1re - Des textes aux séquences,,12117554t,3372081,0000 0001 2278 1985,masculin,,,,1877-05-21T00:00:00Z,1963-02-14T00:00:00Z,Paris,Nice,2.351388888 48.856944444,7.268333333 43.701944444,https://www.paris.fr/
Ernest Renan,M,autrices-auteurs-manuels-scolaires,Manuels de français de première,Ernest Renan,3602,13,157155,2001,Manuel Hatier - Littérature 1re - Des textes aux séquences,,119214865,157155,0000 0001 2283 4194,masculin,,,,1823-02-28T00:00:00Z,1892-10-02T00:00:00Z,Tréguier,Paris,-3.2325 48.785,2.351388888 48.856944444,http://www.ville-treguier.fr
Nicolas Restif de la Bretonne,M,autrices-auteurs-manuels-scolaires,Manuels de français de première,Nicolas Edme Restif de La Bretonne,3603,13,732729,2001,Manuel Hatier - Littérature 1re - Des textes aux séquences,,11921619k,732729,0000 0001 2023 0602,masculin,,,,1734-10-23T00:00:00Z,1806-02-03T00:00:00Z,Auxerre,Paris,3.566944444 47.7975,2.351388888 48.856944444,https://www.auxerre.fr/
Pierre Reverdy,M,autrices-auteurs-manuels-scolaires,Manuels de français de première,Pierre Reverdy,3604,13,379931,2001,Manuel Hatier - Littérature 1re - Des textes aux séquences,,11921653r,379931,0000 0001 2135 5810,masculin,,,,1889-09-13T00:00:00Z,1960-06-17T00:00:00Z,Narbonne,abbaye Saint-Pierre de Solesmes,3.003611111 43.184722222,-0.303055555 47.852222222,http://www.narbonne.fr
Rainer Maria Rilke,M,autrices-auteurs-manuels-scolaires,Manuels de français de première,Rainer Maria Rilke,3605,13,76483,2001,Manuel Hatier - Littérature 1re - Des textes aux séquences,,130916261,76483,0000 0001 2131 2247,masculin,,,,1875-12-04T00:00:00Z,1926-12-29T00:00:00Z,Prague,Montreux,14.416666666 50.083333333,6.916666666 46.433333333,http://www.praha.eu/
Arthur Rimbaud,M,autrices-auteurs-manuels-scolaires,Manuels de français de première,Arthur Rimbaud,3606,13,493,2001,Manuel Hatier - Littérature 1re - Des textes aux séquences,,119219976,493,0000 0001 2119 2660,masculin,,,,1854-10-20T00:00:00Z,1891-11-10T00:00:00Z,Charleville,Marseille,4.7200227 49.772479,5.376388888 43.296666666,
Jacques Roisin,M,autrices-auteurs-manuels-scolaires,Manuels de français de première,identifiant inconnu,3607,13,,2001,Manuel Hatier - Littérature 1re - Des textes aux séquences,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A
Pierre de Ronsard,M,autrices-auteurs-manuels-scolaires,Manuels de français de première,Pierre de Ronsard,3608,13,49752,2001,Manuel Hatier - Littérature 1re - Des textes aux séquences,,11922538t,49752,0000 0001 2101 7491,masculin,,,,1524-09-21T00:00:00Z,1585-12-27T00:00:00Z,château de la Possonnière,La Riche,0.69194444 47.747,0.660555555 47.389166666,
Jean Rostand,M,autrices-auteurs-manuels-scolaires,Manuels de français de première,Jean Rostand,3609,13,287953,2001,Manuel Hatier - Littérature 1re - Des textes aux séquences,,119226890,287953,0000 0001 2119 2687,masculin,,,,1894-10-30T00:00:00Z,1977-09-04T00:00:00Z,Paris,Ville-d'Avray,2.351388888 48.856944444,2.193333333 48.826111111,https://www.paris.fr/
Jean-Jacques Rousseau,M,autrices-auteurs-manuels-scolaires,Manuels de français de première,Jean-Jacques Rousseau,3610,13,6527,2001,Manuel Hatier - Littérature 1re - Des textes aux séquences,,119228797,6527,0000 0001 2145 1116,masculin,,,,1712-06-28T00:00:00Z,1778-07-02T00:00:00Z,Genève,Ermenonville,6.15 46.2,2.695833333 49.126111111,https://www.geneve.ch
Saint Augustin,M,autrices-auteurs-manuels-scolaires,Manuels de français de première,Augustin d'Hippone,3611,13,8018,2001,Manuel Hatier - Littérature 1re - Des textes aux séquences,,11889551s,8018,0000 0001 2137 6443,masculin,,,,0354-11-14T00:00:00Z,0430-01-01T00:00:00Z,Thagaste,Hippone,7.933333 36.266667,7.75 36.8825,
Saint-Évremond,M,autrices-auteurs-manuels-scolaires,Manuels de français de première,Charles de Saint-Évremond,3612,13,511289,2001,Manuel Hatier - Littérature 1re - Des textes aux séquences,,12159376w,511289,0000 0001 1741 1947,masculin,,,,1613-04-01T00:00:00Z,1703-09-29T00:00:00Z,Saint-Denis-le-Gast,Londres,-1.329444444 48.940277777,-0.1275 51.507222222,
Jean-Paul Sartre,M,autrices-auteurs-manuels-scolaires,Manuels de français de première,Jean-Paul Sartre,3613,13,9364,2001,Manuel Hatier - Littérature 1re - Des textes aux séquences,,11923735k,9364,0000 0001 2321 080X,masculin,,,,1905-06-21T00:00:00Z,1980-04-15T00:00:00Z,Paris,Paris,2.351388888 48.856944444,2.351388888 48.856944444,https://www.paris.fr/
Paul Scarron,M,autrices-auteurs-manuels-scolaires,Manuels de français de première,Paul Scarron,3614,13,551725,2001,Manuel Hatier - Littérature 1re - Des textes aux séquences,,11923895q,551725,0000 0001 2099 0126,masculin,,,,1610-07-04T00:00:00Z,1660-10-06T00:00:00Z,Paris,Paris,2.351388888 48.856944444,2.351388888 48.856944444,https://www.paris.fr/
Madeleine de Scudéry,F,autrices-auteurs-manuels-scolaires,Manuels de français de première,Madeleine de Scudéry,3615,13,237095,2001,Manuel Hatier - Littérature 1re - Des textes aux séquences,,119242312,237095,0000 0001 2121 4284,féminin,,,,1607-11-15T00:00:00Z,1701-06-02T00:00:00Z,Le Havre,Paris,0.108055555 49.494166666,2.351388888 48.856944444,http://lehavre.fr
Mme de Sévigné,F,autrices-auteurs-manuels-scolaires,Manuels de français de première,Marquise de Sévigné,3616,13,237103,2001,Manuel Hatier - Littérature 1re - Des textes aux séquences,,11924578j,237103,0000 0001 2278 0157,féminin,,,,1626-02-05T00:00:00Z,1695-04-17T00:00:00Z,Paris,Grignan,2.351388888 48.856944444,4.908055555 44.419444444,https://www.paris.fr/
William Shakespeare,M,autrices-auteurs-manuels-scolaires,Manuels de français de première,William Shakespeare,3617,13,692,2001,Manuel Hatier - Littérature 1re - Des textes aux séquences,,119246079,692,0000 0001 2103 2683,masculin,,,,1564-04-01T00:00:00Z,1616-05-03T00:00:00Z,Stratford upon Avon,Stratford upon Avon,-1.706388888 52.192777777,-1.706388888 52.192777777,https://www.stratford-tc.gov.uk/
Inès Somarriba-Chapron,F,autrices-auteurs-manuels-scolaires,Manuels de français de première,identifiant inconnu,3618,13,,2001,Manuel Hatier - Littérature 1re - Des textes aux séquences,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A
Stendhal,M,autrices-auteurs-manuels-scolaires,Manuels de français de première,Stendhal,3619,13,502,2001,Manuel Hatier - Littérature 1re - Des textes aux séquences,,119255047,502,0000 0001 2098 1326,masculin,,,,1783-01-23T00:00:00Z,1842-03-23T00:00:00Z,Grenoble,Paris,5.726388888 45.186944444,2.351388888 48.856944444,http://www.grenoble.fr
Jules Supervielle,M,autrices-auteurs-manuels-scolaires,Manuels de français de première,Jules Supervielle,3620,13,732569,2001,Manuel Hatier - Littérature 1re - Des textes aux séquences,,119257592,732569,0000 0001 0890 9946,masculin,,,,1884-01-16T00:00:00Z,1960-05-17T00:00:00Z,Montevideo,Paris,-56.166666666 -34.866666666,2.351388888 48.856944444,http://www.montevideo.gub.uy
Léon Swartzenberg,M,autrices-auteurs-manuels-scolaires,Manuels de français de première,identifiant inconnu,3621,13,,2001,Manuel Hatier - Littérature 1re - Des textes aux séquences,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A
Jonathan Swift,M,autrices-auteurs-manuels-scolaires,Manuels de français de première,Jonathan Swift,3622,13,41166,2001,Manuel Hatier - Littérature 1re - Des textes aux séquences,,119258220,41166,0000 0001 2121 4321,masculin,,,,1667-11-30T00:00:00Z,1745-10-19T00:00:00Z,Dublin,Dublin,-6.260277777 53.349722222,-6.260277777 53.349722222,
Michel Tournier,M,autrices-auteurs-manuels-scolaires,Manuels de français de première,Michel Tournier,3623,13,160783,2001,Manuel Hatier - Littérature 1re - Des textes aux séquences,,119269397,160783,0000 0001 2102 9572,masculin,,,,1924-12-18T00:00:00Z,2016-01-18T00:00:00Z,Sporting Club de Tinqueux,Choisel,,2.017777777 48.686388888,http://sc-tinqueux.footeo.com/
Tristan L'hermite,M,autrices-auteurs-manuels-scolaires,Manuels de français de première,Tristan L'Hermite,3624,13,1451213,2001,Manuel Hatier - Littérature 1re - Des textes aux séquences,,11910225z,1451213,0000 0001 2031 0178,masculin,,,,1601-01-01T00:00:00Z,1655-09-07T00:00:00Z,Janaillat,Paris,1.745555555 46.056666666,2.351388888 48.856944444,
Paul Valéry,M,autrices-auteurs-manuels-scolaires,Manuels de français de première,Paul Valéry,3625,13,200639,2001,Manuel Hatier - Littérature 1re - Des textes aux séquences,,119274707,200639,0000 0001 2096 2440,masculin,,,,1871-10-30T00:00:00Z,1945-07-20T00:00:00Z,Sète,Paris,3.696666666 43.404444444,2.351388888 48.856944444,http://www.sete.fr
Vincent Van Gogh,M,autrices-auteurs-manuels-scolaires,Manuels de français de première,Vincent van Gogh,3626,13,5582,2001,Manuel Hatier - Littérature 1re - Des textes aux séquences,,11927591g,5582,0000 0001 2095 5689,masculin,,,,1853-03-30T00:00:00Z,1890-07-29T00:00:00Z,Zundert,auberge Ravoux,4.66 51.4703,2.17151 49.07069,http://www.zundert.nl/
Vaugelas,M,autrices-auteurs-manuels-scolaires,Manuels de français de première,Claude Favre de Vaugelas,3627,13,560343,2001,Manuel Hatier - Littérature 1re - Des textes aux séquences,,119277733,560343,0000 0001 1023 0502,masculin,,,,1585-01-06T00:00:00Z,1650-02-26T00:00:00Z,Meximieux,Paris,5.194444444 45.904444444,2.351388888 48.856944444,https://ville-meximieux.fr
Paul Verlaine,M,autrices-auteurs-manuels-scolaires,Manuels de français de première,Paul Verlaine,3628,13,755,2001,Manuel Hatier - Littérature 1re - Des textes aux séquences,,119279849,755,0000 0001 2118 5217,masculin,,,,1844-03-30T00:00:00Z,1896-01-08T00:00:00Z,Metz,Paris,6.176944444 49.119722222,2.351388888 48.856944444,http://www.metz.fr
Alfred de Vigny,M,autrices-auteurs-manuels-scolaires,Manuels de français de première,Alfred de Vigny,3629,13,309702,2001,Manuel Hatier - Littérature 1re - Des textes aux séquences,,119283183,309702,0000 0001 2100 8624,masculin,,,,1797-03-27T00:00:00Z,1863-09-17T00:00:00Z,Loches,Paris,0.995277777 47.128611111,2.351388888 48.856944444,https://www.ville-loches.fr/
Virgile,M,autrices-auteurs-manuels-scolaires,Manuels de français de première,Virgile,3630,13,1398,2001,Manuel Hatier - Littérature 1re - Des textes aux séquences,,11887823w,1398,0000 0004 3069 5667,masculin,,,,-0069-10-13T00:00:00Z,-0018-09-19T00:00:00Z,Borgo Virgilio,Brindisi,10.75 45.05,17.945833333 40.638333333,http://www.borgovirgilio.gov.it/
Vincent Voiture,M,autrices-auteurs-manuels-scolaires,Manuels de français de première,Vincent Voiture,3631,13,729846,2001,Manuel Hatier - Littérature 1re - Des textes aux séquences,,12393487j,729846,0000 0001 1587 9407,masculin,,,,1597-02-24T00:00:00Z,1648-05-26T00:00:00Z,Amiens,Paris,2.297777777 49.891944444,2.351388888 48.856944444,http://www.amiens.fr
Voltaire,M,autrices-auteurs-manuels-scolaires,Manuels de français de première,Voltaire,3632,13,9068,2001,Manuel Hatier - Littérature 1re - Des textes aux séquences,,11928669t,9068,0000 0001 2128 0652,masculin,,,,1694-11-21T00:00:00Z,1778-05-30T00:00:00Z,Paris,Paris,2.351388888 48.856944444,2.351388888 48.856944444,https://www.paris.fr/
Marguerite Yourcenar,F,autrices-auteurs-manuels-scolaires,Manuels de français de première,Marguerite Yourcenar,3633,13,163118,2001,Manuel Hatier - Littérature 1re - Des textes aux séquences,,11929535g,163118,0000 0001 2103 5964,féminin,,,,1903-06-07T00:00:00Z,1987-12-17T00:00:00Z,Bruxelles,Bar Harbor,4.3525 50.846666666,-68.209444444 44.385833333,http://www.brussels.irisnet.be
Émile Zola,M,autrices-auteurs-manuels-scolaires,Manuels de français de première,Émile Zola,3634,13,504,2001,Manuel Hatier - Littérature 1re - Des textes aux séquences,,119297200,504,0000 0001 2095 8660,masculin,,,,1840-04-02T00:00:00Z,1902-09-29T00:00:00Z,rue Saint-Joseph,Paris,2.34444 48.8685,2.351388888 48.856944444,
Stefan Zweig,M,autrices-auteurs-manuels-scolaires,Manuels de français de première,Stefan Zweig,3635,13,78491,2001,Manuel Hatier - Littérature 1re - Des textes aux séquences,,119297638,78491,0000 0001 2099 475X,masculin,,,,1881-11-28T00:00:00Z,1942-02-22T00:00:00Z,Vienne,Petrópolis,16.373064 48.20833,-43.178888888 -22.505,https://www.wien.gv.at/
Pierre Albert-Birot,M,autrices-auteurs-manuels-scolaires,Manuels de français de première,Pierre Albert-Birot,3636,13,3383669,2001,"Manuel Bertrand Lacoste - Français 1re - Français 1re, toutes séries",,118883034,3383669,0000 0001 0871 7004,masculin,,,,1876-04-22T00:00:00Z,1967-07-25T00:00:00Z,Angoulême,Paris,0.159444444 45.649444444,2.351388888 48.856944444,http://www.angouleme.fr
Jean d'Alembert,M,autrices-auteurs-manuels-scolaires,Manuels de français de première,Jean Le Rond d'Alembert,3637,13,153232,2001,"Manuel Bertrand Lacoste - Français 1re - Français 1re, toutes séries",,118883708,153232,0000 0001 2130 8926,masculin,,,,1717-11-16T00:00:00Z,1783-10-29T00:00:00Z,Paris,Paris,2.351388888 48.856944444,2.351388888 48.856944444,https://www.paris.fr/
Jacques Amyot,M,autrices-auteurs-manuels-scolaires,Manuels de français de première,Jacques Amyot,3638,13,462371,2001,"Manuel Bertrand Lacoste - Français 1re - Français 1re, toutes séries",,118887126,462371,0000 0001 2122 1839,masculin,,,,1513-11-09T00:00:00Z,1593-02-06T00:00:00Z,Melun,Auxerre,2.659166666 48.539722222,3.566944444 47.7975,http://www.ville-melun.fr
Christine Angot,F,autrices-auteurs-manuels-scolaires,Manuels de français de première,Christine Angot,3639,13,276347,2001,"Manuel Bertrand Lacoste - Français 1re - Français 1re, toutes séries",,12144193h,276347,0000 0001 2282 6581,féminin,,,,1959-02-07T00:00:00Z,,Châteauroux,#N/A,1.690277777 46.809722222,#N/A,http://www.chateauroux-metropole.fr
Jean Anouilh,M,autrices-auteurs-manuels-scolaires,Manuels de français de première,Jean Anouilh,3640,13,179025,2001,"Manuel Bertrand Lacoste - Français 1re - Français 1re, toutes séries",,118888981,179025,0000 0001 2133 354X,masculin,,,,1910-06-23T00:00:00Z,1987-10-03T00:00:00Z,Bordeaux,Lausanne,-0.579444444 44.837777777,6.633333333 46.533333333,http://www.bordeaux.fr
Guillaume Apollinaire,M,autrices-auteurs-manuels-scolaires,Manuels de français de première,Guillaume Apollinaire,3641,13,133855,2001,"Manuel Bertrand Lacoste - Français 1re - Français 1re, toutes séries",,11888978p,133855,0000 0001 2137 1423,masculin,,,,1880-08-26T00:00:00Z,1918-11-10T00:00:00Z,Rome,Paris,12.482777777 41.893055555,2.351388888 48.856944444,https://www.comune.roma.it/
Louis Aragon,M,autrices-auteurs-manuels-scolaires,Manuels de français de première,Louis Aragon,3642,13,4128,2001,"Manuel Bertrand Lacoste - Français 1re - Français 1re, toutes séries",,119347816,4128,0000 0001 2095 5515,masculin,,,,1897-10-03T00:00:00Z,1982-12-24T00:00:00Z,16e arrondissement de Paris,7e arrondissement de Paris,2.276488888 48.863611111,2.312777777 48.859166666,http://www.mairie16.paris.fr/
